id,language,tweet is reply,number of hashtags in tweet,number of cashtags in tweet,number of mentions in tweet,number of urls in tweet,number of photos in tweet,number of videos in tweet,presence of quoted tweet in tweet,number of replies to tweet,number of retweets to tweet,number of likes to tweet,number of words in tweet,number of special characters (ASCII) in tweet,number of non-ASCII characters in tweet,number of uppercase characters in tweet,number of digits in tweet,language in tweet is english,polarity of tweet,subjectivity of tweet,bot,number of tweets
22039778,en,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,53.0,6.0,0.0,110.0,4.0,1.0,0.41,0.47,0,1
271530342,en,0.07,1.79,0.0,0.07,0.64,0.0,0.0,0.0,0.0,0.0,0.07,20.36,5.14,3.0,5.71,0.14,0.93,0.3,0.64,1,14
2205641695,en,0.95,0.0,0.0,0.0,0.35,0.09,0.09,0.0,0.19,0.0,0.21,21.05,5.35,0.0,6.81,1.6,1.0,0.05,0.25,0,43
2927467161,en,0.44,0.25,0.3,0.05,0.04,0.44,0.38,0.02,1.81,0.49,10.78,22.33,5.47,0.24,7.51,1.7,0.93,0.09,0.42,0,440
3674678353,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.5,0.0,3.0,0.5,0.5,0.0,0.15,0,2
89727628,en,0.04,1.54,0.0,1.42,0.88,0.0,0.08,0.0,0.21,0.38,1.17,13.17,6.54,0.12,14.58,0.0,0.79,0.1,0.27,0,24
2232305636,en,0.12,0.0,0.0,0.02,0.01,0.08,0.06,0.19,0.14,0.3,1.17,7.24,0.92,1.04,0.26,0.15,0.81,0.06,0.25,0,104
2246007511,en,0.15,0.0,0.0,0.0,0.01,0.02,0.02,0.51,0.17,0.15,0.71,8.57,0.55,0.89,2.26,0.2,0.85,0.02,0.29,0,311
304358738,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,1,1
2455407324,en,0.71,0.0,0.0,0.03,0.29,0.0,0.0,0.03,0.31,0.03,0.23,12.23,2.89,1.09,5.91,0.94,0.91,0.13,0.21,0,35
35869999,en,0.83,0.19,0.0,0.17,0.02,0.12,0.11,0.02,0.21,0.03,0.62,11.83,4.7,0.75,7.14,0.66,0.91,0.07,0.26,0,934
515920010,en,0.94,0.04,0.0,0.0,0.0,0.07,0.07,0.0,0.12,0.02,1.05,10.04,3.6,0.1,3.83,0.38,0.83,0.06,0.28,1,104
2395648160,en,0.1,0.0,0.0,0.03,0.0,0.0,0.0,0.38,0.07,0.03,0.41,17.45,2.17,0.0,3.59,0.48,1.0,0.02,0.46,0,29
434058507,en,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,10.0,2.25,0.0,2.25,0.0,0.75,-0.24,0.28,1,4
1039001941,en,0.03,0.0,0.0,0.0,0.0,0.97,0.97,0.0,0.0,0.0,0.0,0.28,0.03,0.0,0.22,0.0,1.0,0.0,0.01,1,36
57072664,en,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,8.0,0.0,1.0,0.0,0.0,0,1
388511114,en,0.89,0.21,0.0,0.08,0.1,0.05,0.05,0.05,0.24,0.14,1.47,12.9,5.57,0.05,6.67,1.28,0.88,0.08,0.29,0,2850
749242830728601600,en,0.03,0.16,0.0,0.67,0.98,0.03,0.03,0.0,0.0,0.0,0.04,10.56,2.68,0.1,9.6,0.52,0.9,0.04,0.18,1,524
834659354,en,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.11,10.28,0.52,1.0,1.91,0.15,0.96,0.1,0.43,0,81
600534152,en,0.33,0.17,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.67,10.67,1.0,0.0,2.67,0.17,0.83,-0.01,0.25,0,6
2621112083,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,20.33,3.33,0.17,5.17,0.0,0.83,0.08,0.6,0,6
2237938284,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,7.0,1.0,1.0,0.5,0.62,0,1
2719619421,en,0.44,0.0,0.0,0.03,0.06,0.07,0.07,0.09,0.35,0.08,1.39,4.88,0.97,0.62,3.89,0.22,0.35,0.0,0.1,0,830
961089734,en,0.19,0.0,0.0,0.06,0.0,0.06,0.06,0.0,0.06,0.12,2.06,9.19,0.69,0.62,1.0,0.06,0.88,-0.03,0.4,0,16
45073397,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,10.0,3.33,0.0,2.67,1.0,1.0,-0.06,0.46,1,3
593342422,en,0.46,0.04,0.0,0.19,0.06,0.28,0.16,0.22,0.41,0.15,1.25,18.3,3.09,1.11,5.75,0.86,0.87,0.09,0.3,0,1313
716873559285436417,en,0.57,0.14,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.29,1.71,7.57,1.43,2.29,0.86,0.43,0.86,0.06,0.37,0,7
734883883,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,3.0,1.0,1.0,0.1,0.15,1,1
222394676,en,0.98,0.0,0.0,0.01,0.01,0.33,0.34,0.0,0.14,0.01,0.53,12.78,4.89,1.92,5.27,0.54,0.75,-0.0,0.24,0,85
2566592415,en,0.15,0.0,0.0,0.01,0.0,0.16,0.18,0.09,0.2,0.23,1.7,8.46,0.87,0.73,0.83,0.32,0.83,0.0,0.31,0,302
3341837253,en,0.17,0.17,0.0,0.0,0.67,0.0,0.0,0.33,0.0,0.0,0.0,15.83,3.5,78.33,2.5,0.67,0.0,0.0,0.0,0,6
766126063,en,0.31,0.06,0.0,0.06,0.0,0.0,0.06,0.06,0.38,0.94,2.62,9.12,1.06,1.5,4.06,0.19,0.94,0.07,0.42,0,16
204420936,en,0.33,0.67,0.0,0.33,0.0,0.0,0.0,0.33,0.33,0.0,0.0,7.67,2.67,2.33,2.0,0.0,0.33,0.17,0.17,0,3
480541012,en,0.34,0.05,0.0,0.05,0.58,0.02,0.02,0.04,0.14,0.14,0.55,15.85,3.57,0.82,4.35,0.73,0.94,0.08,0.32,0,294
185533449,en,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.25,0.75,32.75,6.5,1.0,8.25,0.5,1.0,0.43,0.69,0,4
15980285,en,0.44,0.06,0.0,0.0,0.06,0.56,0.56,0.0,0.06,0.0,0.11,10.11,3.28,0.11,3.17,0.0,1.0,0.05,0.12,0,18
223235059,en,0.05,0.53,0.0,0.16,0.47,0.11,0.11,0.0,0.0,0.0,0.16,7.16,1.84,0.42,7.63,0.26,0.79,0.1,0.2,1,19
2457583376,en,0.16,0.0,0.0,0.03,0.03,0.0,0.0,0.23,0.19,1.94,8.48,16.65,3.16,1.23,4.32,0.97,0.94,0.14,0.38,0,31
2226870793,en,0.64,0.2,0.01,0.08,0.09,0.04,0.04,0.21,0.28,0.07,0.76,11.51,4.5,0.84,5.23,1.04,0.89,0.05,0.26,0,1088
358712202,en,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,3.17,0.02,1.95,1.27,1.0,0.11,0.31,0,66
961973462,en,0.6,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.0,0.6,8.0,2.3,0.2,2.2,0.0,0.9,0.05,0.34,0,10
2929383996,en,0.56,0.01,0.0,0.05,0.0,0.03,0.03,0.12,0.45,0.12,0.99,7.15,1.25,0.64,1.75,0.37,0.68,0.11,0.33,0,302
1678968084,en,0.28,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.19,7.44,1.94,0.09,4.03,0.0,0.81,0.13,0.22,1,32
2943238328,en,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.33,3.33,1.0,0.0,2.0,0.0,0.33,0.0,0.0,0,3
413746257,en,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,11.5,3.0,0.0,4.0,5.0,1.0,-0.2,0.2,0,2
318594687,en,0.44,0.01,0.0,0.02,0.06,0.02,0.02,0.15,0.46,0.33,3.15,8.66,1.32,0.68,2.48,0.75,0.85,0.08,0.32,0,1111
21328656,en,0.05,0.32,0.54,0.04,0.87,0.59,0.61,0.01,0.47,3.36,7.71,14.97,3.38,0.31,12.59,0.56,0.99,0.11,0.33,0,555
423078171,en,0.7,0.03,0.0,0.2,0.08,0.07,0.04,0.15,0.62,0.58,9.59,18.52,5.71,0.03,4.96,0.62,0.93,0.1,0.32,0,208
93719349,en,0.45,0.03,0.0,0.31,0.29,0.01,0.01,0.42,1.09,7.45,19.93,20.22,5.12,0.74,4.19,0.41,0.97,0.19,0.44,0,113
155155812,en,0.42,0.32,0.0,0.68,0.11,0.16,0.16,0.16,0.37,0.05,0.47,28.32,5.26,0.53,5.42,0.63,1.0,0.0,0.49,0,19
245945540,en,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.01,2.88,0.54,0.04,1.48,0.16,0.99,0.01,0.06,0,1095
238069730,en,0.0,0.33,0.0,0.17,1.33,0.0,0.0,0.0,0.0,0.0,0.17,11.67,3.17,0.0,32.0,0.0,0.5,0.1,0.17,1,6
809784621571461121,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,5.5,2.0,3.0,0.0,1.0,-0.03,0.27,0,2
67682816,en,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,27.5,2.0,1.0,6.0,1.0,1.0,0.27,0.72,0,2
388099962,en,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,1.64,0.34,1.84,0.18,0.62,0.21,0.36,1,50
14571012,en,0.48,0.11,0.0,0.11,0.0,0.04,0.04,0.41,0.15,0.22,0.67,12.59,3.04,0.37,3.81,0.33,0.85,0.2,0.43,0,27
122241448,en,0.0,0.25,0.0,0.75,0.0,0.25,0.25,0.25,0.0,0.0,0.25,11.5,3.75,0.75,4.25,0.75,1.0,-0.19,0.48,0,4
14689651,en,0.39,0.31,0.0,0.08,0.25,0.0,0.0,0.21,0.08,0.0,0.23,9.43,3.07,0.0,4.49,1.02,0.82,0.1,0.27,1,61
15246621,en,0.45,0.11,0.54,0.27,0.13,0.36,0.32,0.1,2.02,5.15,21.75,15.94,3.7,0.28,6.51,1.13,0.88,0.14,0.35,0,455
179832300,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1,1
392820960,en,0.27,0.04,0.0,0.01,0.04,0.13,0.15,0.08,0.17,0.05,0.87,18.8,2.14,1.04,5.14,0.82,0.97,0.04,0.44,0,343
97012875,en,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,2.0,4.0,0.0,0.0,0.0,0,1
855675614,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1,1
1738829934,en,0.38,0.0,0.0,0.03,0.0,0.05,0.04,0.08,0.38,1.02,9.54,12.61,1.57,1.32,1.99,0.42,0.83,0.09,0.4,0,303
25263883,en,0.0,0.01,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.02,3.25,0.52,0.15,1.51,0.17,0.96,0.03,0.09,0,339
2163637854,en,0.66,0.0,0.0,0.0,0.0,0.07,0.03,0.07,0.44,6.79,28.44,7.66,2.12,1.34,1.15,0.38,0.66,0.12,0.34,0,131
774712046491500544,en,0.08,0.25,0.0,0.08,0.0,0.58,0.42,0.0,0.33,1.17,9.58,9.5,2.67,0.67,4.08,0.83,0.92,0.21,0.38,0,12
20097362,en,0.02,0.23,0.0,0.2,0.97,0.14,0.2,0.01,1.23,3.54,8.05,24.88,4.28,0.13,7.7,1.32,1.0,0.06,0.34,0,6921
849913584742215680,en,0.21,0.0,0.0,0.3,0.4,0.0,0.0,0.36,0.02,0.0,0.26,10.17,3.04,0.15,5.66,0.34,0.91,0.08,0.24,0,47
633501522,en,0.1,0.64,0.0,0.37,0.38,0.14,0.14,0.2,0.06,0.11,0.6,8.3,2.74,1.5,3.68,0.17,0.92,0.04,0.13,0,256
430122620,en,0.22,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.61,0.28,2.0,7.78,1.33,1.22,1.33,0.44,0.94,-0.04,0.37,0,18
4395459022,en,0.29,0.0,0.57,0.0,0.29,0.43,0.43,0.0,0.0,0.14,0.29,7.71,1.71,0.0,4.71,0.14,0.86,0.04,0.14,0,7
391271168,en,1.0,0.11,0.0,0.05,0.0,0.37,0.37,0.0,0.05,0.0,1.05,5.89,3.84,1.32,6.68,1.32,0.95,-0.0,0.08,0,19
806010980,en,0.45,0.02,0.0,0.05,0.0,0.14,0.16,0.18,0.25,0.5,2.91,10.59,1.89,1.82,3.93,0.27,0.82,0.07,0.31,0,44
750789806553075712,en,0.18,0.14,0.7,0.02,0.09,0.07,0.07,0.33,0.05,0.28,0.58,12.07,3.11,0.0,5.68,1.23,0.98,0.08,0.26,0,57
107358064,en,0.0,3.5,0.0,0.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,26.75,13.0,1.5,7.25,3.75,0.5,0.16,0.27,1,4
329302664,en,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,6.0,0.0,1.0,0.0,0.12,1,1
349343043,en,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,7.0,2.67,0.67,6.67,0.0,1.0,0.0,0.03,1,3
11874172,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,1,1
472012347,en,0.55,0.18,0.0,0.0,0.0,0.36,0.36,0.0,0.0,0.0,0.0,12.82,5.09,0.36,3.91,0.45,1.0,0.09,0.36,0,11
24947768,en,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,9.5,1.0,0.0,12.0,8.0,1.0,0.4,0.38,0,2
14153106,en,0.61,0.0,0.95,0.01,0.03,0.03,0.03,0.12,0.33,0.04,0.39,12.79,3.55,0.48,5.22,0.76,0.92,0.11,0.29,0,229
613099602,en,0.35,0.0,0.0,0.11,0.05,0.06,0.06,0.3,0.4,0.89,5.91,6.96,1.17,0.54,2.3,0.4,0.82,-0.03,0.26,0,203
2806294664,en,0.32,0.01,0.17,0.03,0.01,0.02,0.01,0.29,3.67,2.85,40.61,23.49,8.99,0.06,4.37,5.31,0.97,0.13,0.43,0,3274
2562039294,en,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,7.5,9.0,2.0,0.5,1.0,0.5,1.0,0.0,0.0,1,2
2930436481,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1,1
4664611566,en,0.84,0.0,0.0,0.01,0.0,0.04,0.04,0.02,0.35,2.4,6.04,6.63,1.79,1.2,1.41,1.09,0.54,0.02,0.18,0,112
101241424,en,0.38,0.88,0.0,0.0,0.12,0.25,0.5,0.0,0.12,0.0,0.12,11.5,2.38,0.0,3.75,0.25,1.0,0.16,0.28,1,8
2539539251,en,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.5,1.0,2.0,9.0,17.0,4.0,0.0,2.5,0.25,1.0,0.19,0.72,0,4
17115455,en,0.76,0.0,0.01,0.13,0.03,0.02,0.02,0.17,0.26,0.05,0.81,17.76,3.74,0.47,4.03,0.7,0.95,0.09,0.32,0,4363
4903929447,en,0.54,0.0,0.0,0.04,0.0,0.06,0.08,0.04,0.35,0.27,2.06,6.88,1.25,0.54,1.35,0.27,0.71,0.04,0.28,0,52
439413930,en,0.28,0.0,0.0,0.0,0.13,0.19,0.15,0.04,0.2,0.24,3.0,5.74,0.8,0.24,2.52,0.35,0.91,0.05,0.21,0,54
954586712,en,0.66,0.0,0.0,0.0,0.0,0.14,0.17,0.0,0.24,0.14,4.14,9.0,1.79,1.79,1.86,0.38,0.86,0.02,0.27,0,29
458872436,en,0.52,0.0,0.0,0.1,0.0,0.03,0.03,0.28,0.24,0.03,0.28,6.03,1.97,2.41,5.83,0.03,0.79,-0.01,0.2,1,29
301729291,en,0.68,0.01,0.0,0.01,0.03,0.03,0.02,0.06,0.66,0.59,4.85,6.26,1.34,0.76,0.45,0.26,0.07,0.01,0.04,0,195
4679196456,en,0.94,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.16,0.05,0.56,23.35,4.87,0.47,4.54,0.64,0.97,0.02,0.41,1,468
1937560344,en,0.54,0.03,0.0,0.01,0.01,0.08,0.07,0.2,0.52,0.21,0.46,10.03,2.5,1.22,2.73,0.27,0.83,0.05,0.3,0,1618
808349024,en,0.63,0.42,0.0,0.61,0.05,0.08,0.08,0.03,0.68,0.05,0.05,21.37,5.29,0.0,9.47,1.37,0.82,-0.03,0.26,0,38
19732597,en,0.1,1.4,0.0,0.7,0.3,0.0,0.0,0.0,0.1,0.0,0.0,7.4,2.4,0.1,3.6,1.5,0.8,0.08,0.04,0,10
78974819,en,0.12,0.0,0.0,0.12,0.88,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.62,0.0,2.62,0.0,0.75,0.04,0.11,1,8
307943555,en,0.14,0.09,0.0,0.15,0.17,0.06,0.08,0.06,0.07,0.26,0.52,6.83,1.94,0.55,4.02,0.17,0.89,0.04,0.26,0,306
1180481328,en,0.14,0.29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,4.14,0.14,5.14,0.0,1.0,0.04,0.1,1,7
841631441272356864,en,0.35,0.01,0.05,0.0,0.02,0.0,0.0,0.01,0.2,0.13,0.79,14.85,2.11,0.61,4.17,0.72,0.96,0.07,0.34,0,98
453424258,en,0.23,0.03,0.0,0.17,0.17,0.14,0.2,0.17,0.31,0.2,1.83,6.54,1.6,0.71,3.63,0.31,0.89,0.09,0.23,0,35
762698866407858176,en,0.39,0.32,0.02,0.12,0.04,0.13,0.11,0.18,0.26,0.96,9.92,12.03,3.34,0.2,5.2,1.15,0.84,0.1,0.26,0,142
70824970,en,0.28,0.0,0.0,0.01,0.06,0.05,0.05,0.25,0.25,0.93,1.77,7.49,1.89,1.5,3.08,0.19,0.78,0.06,0.28,0,700
828821884506615808,en,0.49,0.01,0.0,0.01,0.0,0.02,0.02,0.05,0.32,0.23,1.89,7.95,1.4,0.74,2.78,0.32,0.81,0.08,0.3,0,586
251768560,en,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,2.0,7.0,0.0,1.0,0.0,0.0,1,1
219590029,en,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.5,1.0,5.0,0.5,1.0,0.0,0.0,1,2
81682908,en,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,40.33,7.67,0.0,9.33,1.33,1.0,-0.09,0.47,0,3
534747914,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.05,3.61,0.19,3.24,0.0,1.0,0.36,0.53,0,99
118479080,en,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,0.0,22.0,5.0,1.0,0.8,0.4,1,1
50634222,en,0.0,3.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33,16.0,7.33,0.33,7.0,0.0,1.0,0.12,0.32,0,3
777974590450593792,en,0.71,0.14,0.0,0.14,0.14,0.57,0.29,0.0,0.14,1.14,2.14,13.71,2.14,0.0,7.71,0.0,1.0,-0.06,0.21,1,7
840237331718193153,en,0.15,2.33,0.3,0.09,0.82,0.39,0.39,0.03,0.06,0.42,3.0,21.85,7.0,0.3,13.45,1.09,1.0,0.21,0.41,0,33
106854148,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,6.5,1.0,0.0,0.5,1.0,1.0,-0.09,0.04,0,2
358053469,en,0.02,0.2,0.0,0.39,0.04,0.09,0.09,0.59,0.17,0.22,0.54,12.39,2.43,0.0,4.3,0.33,0.81,0.19,0.36,0,54
208379461,en,0.21,0.0,0.0,0.07,0.0,0.03,0.03,0.0,0.1,0.03,0.76,13.9,2.93,1.52,2.83,0.45,0.86,-0.01,0.42,1,29
2772465530,en,0.0,0.04,0.0,0.96,0.96,0.0,0.0,0.0,0.0,0.0,0.0,14.76,2.6,0.12,18.44,1.44,0.8,0.43,0.68,0,25
104590195,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,2.15,14.23,4.0,1.54,6.0,0.38,0.0,0.03,0.07,1,13
873446353950490624,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,3.0,0.0,5.0,0.0,1.0,0.29,0.8,1,1
2507917171,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,6.98,1.34,0.0,0.85,0.0,0.81,0.09,0.25,0,2108
233317848,en,0.16,0.0,0.0,0.0,0.0,0.06,0.05,0.16,0.16,0.06,0.71,14.79,1.42,1.33,5.99,0.37,0.87,-0.0,0.36,0,415
231007015,en,0.33,1.67,0.0,0.67,0.0,0.0,0.0,0.0,1.67,0.0,0.33,20.33,5.33,1.67,10.0,2.67,1.0,0.02,0.26,1,3
1638682554,en,0.06,0.03,0.0,0.0,0.8,0.02,0.02,0.06,0.04,0.18,0.27,12.59,3.14,0.52,3.2,0.02,0.96,0.29,0.44,0,125
31621946,en,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,1.25,37.75,5.75,0.25,9.75,0.0,1.0,0.07,0.34,1,4
4873124837,en,0.0,2.04,0.0,1.33,0.03,0.68,0.96,0.0,0.22,4.35,18.79,20.79,9.83,1.02,19.25,4.29,0.99,0.26,0.6,0,229
4696841353,en,0.0,0.0,0.0,0.0,1.0,0.99,0.99,0.0,0.0,0.01,0.05,9.23,1.0,0.05,8.82,0.44,0.98,0.08,0.28,0,295
3065482736,en,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.25,0.5,30.25,8.75,2.5,16.75,3.5,1.0,0.4,0.64,1,4
423891097,en,0.0,0.12,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.04,0.19,9.58,3.04,41.19,0.04,0.0,0.15,-0.02,0.09,0,26
824166298787659776,en,0.8,0.4,0.0,0.0,0.0,0.2,0.2,0.0,0.33,0.07,0.53,13.93,4.6,0.0,7.87,1.27,0.93,-0.13,0.4,1,15
2830616034,en,0.58,0.0,0.58,0.08,0.01,0.38,0.35,0.07,0.29,0.57,1.67,15.81,5.45,0.62,7.95,1.87,0.93,0.12,0.39,0,398
82506906,en,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.5,1.0,0.0,2.5,0.0,0.5,0.0,0.0,1,2
130847883,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,1.25,4.0,3.75,0.0,0.0,0.17,0.23,1,4
1054257270,en,0.43,0.01,0.0,0.01,0.0,0.22,0.25,0.12,0.34,1.59,5.28,7.31,1.04,1.25,2.01,0.69,0.86,0.03,0.25,0,138
263300006,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,4.0,0.0,1.0,4.0,1.0,0.25,0.33,0,1
880060642216071172,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.42,33.63,5.89,0.47,9.21,0.26,1.0,-0.12,0.43,1,19
833703254,en,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,22.5,2.5,0.0,7.25,0.0,1.0,-0.14,0.35,1,4
3948073518,en,0.05,0.02,0.0,0.02,0.32,0.03,0.03,0.36,0.0,0.24,0.39,3.29,0.12,0.37,1.0,0.14,0.8,0.0,0.11,0,59
242708708,en,0.0,1.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,4.75,1.0,5.5,0.0,1.0,0.06,0.55,1,4
2331911200,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,8.6,3.6,1.6,2.4,1.2,1.0,0.05,0.35,1,5
50468242,en,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.17,4.11,2.33,0.94,3.44,0.17,0.89,0.14,0.25,0,18
339890738,en,0.0,0.73,0.0,0.09,0.45,0.36,0.27,0.0,0.0,0.0,0.0,8.45,2.09,0.09,2.91,1.45,0.91,0.01,0.04,0,11
828271843412946944,en,0.4,0.2,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.6,3.2,14.4,4.8,1.8,5.2,0.0,1.0,0.04,0.41,1,5
95969351,en,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1,2
22158464,en,0.5,1.66,0.0,0.33,0.4,0.07,0.07,0.06,0.12,0.15,0.76,16.62,5.6,0.62,5.51,0.82,0.91,0.12,0.36,0,169
3266054594,en,0.65,0.0,0.0,0.01,0.01,0.04,0.02,0.03,0.48,0.4,1.32,8.44,1.46,0.85,1.21,0.65,0.57,0.04,0.23,0,94
2442887442,en,0.18,0.0,0.0,0.04,0.0,0.09,0.08,0.36,0.32,0.05,0.72,8.65,1.24,1.34,2.39,0.5,0.71,0.07,0.27,0,417
251283319,en,0.71,0.12,0.0,0.0,0.0,0.18,0.18,0.12,0.06,0.0,0.0,21.41,4.06,0.18,4.06,2.24,0.12,0.0,0.0,0,17
458078054,en,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
2161950290,en,0.44,0.01,0.0,0.01,0.02,0.02,0.02,0.12,0.47,0.67,1.53,7.25,1.3,0.72,1.05,0.37,0.75,0.04,0.27,0,582
105196282,en,0.37,0.03,0.4,0.01,0.03,0.19,0.19,0.0,0.87,0.43,5.43,26.57,7.06,0.12,5.2,1.98,0.98,0.11,0.44,0,188
1450858466,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1,1
2710955401,en,0.5,0.0,0.0,0.2,0.0,0.0,0.1,0.4,0.2,0.3,6.2,4.3,1.6,0.7,1.6,0.5,0.9,0.11,0.18,0,10
51575260,en,0.22,0.13,0.06,0.12,0.54,0.03,0.03,0.12,0.08,0.04,0.31,15.79,3.59,0.34,3.59,0.44,0.95,0.08,0.32,0,379
280990185,en,0.77,0.07,0.0,0.11,0.13,0.03,0.05,0.03,0.41,0.08,0.64,13.34,4.75,0.05,7.25,1.25,0.93,0.18,0.4,0,61
832724063445405696,en,0.0,2.12,0.0,0.0,0.75,0.25,0.25,0.0,0.0,0.0,0.0,12.25,4.25,0.0,4.5,0.0,1.0,0.3,0.46,1,8
3118965523,en,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0,1
